timestamp,station_id,station_name,lat,lon,pm25,aqi,temp_2m,rel_humidity_2m,wind_speed_10m,wind_direction_10m,u_wind,v_wind,cams_pm25_bg,cams_no2_bg,status
2026-08-21T02:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,20.0,33,22.6,92,10.9,261,2.991,0.474,3.6,5.0,hidden_for_validation
2026-08-21T03:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.6,32,22.2,93,9.8,257,2.652,0.612,2.4,4.4,hidden_for_validation
2026-08-21T04:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,17.5,29,22.2,94,8.6,262,2.366,0.332,2.2,4.7,hidden_for_validation
2026-08-21T05:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,11.8,19,22.2,93,11.7,266,3.242,0.227,3.1,4.5,hidden_for_validation
2026-08-21T06:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,13.7,22,22.1,93,10.4,269,2.888,0.05,3.2,4.4,hidden_for_validation
2026-08-21T07:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.4,30,22.5,93,13.2,273,3.662,-0.192,3.5,4.3,hidden_for_validation
2026-08-21T08:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,22.9,38,23.9,83,16.0,269,4.444,0.078,4.8,4.0,hidden_for_validation
2026-08-21T09:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,23.2,38,25.3,76,15.8,269,4.388,0.077,7.0,3.4,hidden_for_validation
2026-08-21T10:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,26.3,43,26.5,70,18.2,268,5.053,0.176,9.4,2.5,hidden_for_validation
2026-08-21T11:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,32.8,54,27.1,68,17.5,266,4.849,0.339,11.5,1.9,hidden_for_validation
2026-08-21T12:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,26.1,43,28.0,63,16.6,264,4.586,0.482,12.2,1.6,hidden_for_validation
2026-08-21T13:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.0,31,27.5,65,20.0,274,5.542,-0.388,12.2,1.5,hidden_for_validation
2026-08-21T14:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,15.7,26,27.0,68,20.6,274,5.708,-0.399,11.0,1.6,hidden_for_validation
2026-08-21T15:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,21.4,35,26.7,70,21.5,266,5.958,0.417,9.6,1.9,hidden_for_validation
2026-08-21T16:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,22.5,37,25.8,75,20.6,266,5.708,0.399,8.4,2.4,hidden_for_validation
2026-08-21T17:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,16.3,27,25.5,75,19.0,261,5.213,0.826,12.4,3.1,hidden_for_validation
2026-08-21T18:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,17.5,29,23.9,84,14.9,263,4.108,0.504,12.0,5.4,hidden_for_validation
2026-08-21T19:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,20.7,34,23.1,88,11.9,260,3.255,0.574,10.9,8.5,hidden_for_validation
2026-08-21T20:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,17.1,28,22.8,90,11.2,255,3.005,0.805,10.5,10.7,hidden_for_validation
2026-08-21T21:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.5,30,22.9,90,11.6,258,3.152,0.67,9.6,11.3,hidden_for_validation
2026-08-21T22:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.0,31,22.7,91,11.6,257,3.14,0.725,8.4,11.0,hidden_for_validation
2026-08-21T23:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,17.3,28,22.3,92,11.3,256,3.046,0.759,7.4,10.3,hidden_for_validation
2026-08-22T00:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.1,31,22.1,93,10.9,263,3.005,0.369,6.3,9.1,hidden_for_validation
2026-08-22T01:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,15.5,25,21.9,93,10.9,262,2.998,0.421,5.9,7.6,hidden_for_validation
2026-08-22T02:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,11.7,19,21.9,93,11.0,260,3.009,0.531,5.4,6.2,hidden_for_validation
2026-08-22T03:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,12.1,20,22.0,92,10.7,257,2.896,0.669,4.4,5.2,hidden_for_validation
2026-08-22T04:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,10.7,17,22.2,91,10.5,257,2.842,0.656,2.8,4.3,hidden_for_validation
2026-08-22T05:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,10.4,17,22.8,91,11.5,260,3.146,0.555,2.8,4.7,hidden_for_validation
2026-08-22T06:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,15.0,25,22.6,91,11.0,269,3.055,0.053,2.5,4.6,hidden_for_validation
2026-08-22T07:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,15.2,25,23.0,89,11.9,260,3.255,0.574,3.3,4.4,hidden_for_validation
2026-08-22T08:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.4,30,23.8,85,14.9,261,4.088,0.647,4.0,4.0,hidden_for_validation
2026-08-22T09:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.3,30,24.9,78,16.6,265,4.594,0.402,4.2,3.3,hidden_for_validation
2026-08-22T10:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,21.1,35,25.6,77,18.2,269,5.055,0.088,5.4,2.5,hidden_for_validation
2026-08-22T11:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,22.0,36,25.4,83,17.8,264,4.917,0.517,6.9,2.0,hidden_for_validation
2026-08-22T12:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,26.7,44,27.3,66,21.6,271,5.999,-0.105,7.2,1.9,hidden_for_validation
2026-08-22T13:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,23.3,38,26.1,72,19.5,280,5.334,-0.941,7.2,2.2,hidden_for_validation
2026-08-22T14:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,15.7,26,25.5,75,21.2,288,5.601,-1.82,7.4,2.7,hidden_for_validation
2026-08-22T15:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,12.6,21,26.0,73,19.8,277,5.459,-0.67,7.7,3.6,hidden_for_validation
2026-08-22T16:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,12.4,20,24.9,79,20.1,276,5.553,-0.584,7.4,4.8,hidden_for_validation
2026-08-22T17:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,13.5,22,24.6,81,18.5,281,5.045,-0.981,10.0,5.7,hidden_for_validation
2026-08-22T18:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,9.7,16,23.9,86,14.6,268,4.053,0.142,10.4,8.0,hidden_for_validation
2026-08-22T19:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,7.8,13,23.4,89,12.3,258,3.342,0.71,11.1,11.1,hidden_for_validation
2026-08-22T20:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,16.6,27,23.1,89,12.9,257,3.492,0.806,11.3,13.3,hidden_for_validation
2026-08-22T21:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.2,32,22.9,91,11.4,254,3.044,0.873,10.5,14.0,hidden_for_validation
2026-08-22T22:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.2,32,22.8,92,11.4,247,2.915,1.237,9.4,13.9,hidden_for_validation
2026-08-22T23:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,21.1,35,23.4,90,10.9,257,2.95,0.681,7.8,13.0,hidden_for_validation
2026-08-23T00:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,16.2,27,22.8,96,10.5,246,2.665,1.186,5.5,10.8,hidden_for_validation
2026-08-23T01:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,17.0,28,22.5,96,10.0,256,2.695,0.672,4.1,7.9,hidden_for_validation
2026-08-23T02:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,17.8,29,22.3,96,8.9,261,2.442,0.387,3.1,5.6,hidden_for_validation
2026-08-23T04:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.7,31,21.9,96,9.4,266,2.605,0.182,2.5,4.4,hidden_for_validation
2026-08-23T05:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,16.9,28,22.6,93,10.1,264,2.79,0.293,2.5,5.1,hidden_for_validation
2026-08-23T06:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,16.9,28,22.6,92,10.1,265,2.795,0.245,2.6,4.7,hidden_for_validation
2026-08-23T07:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,16.6,27,23.2,89,11.3,261,3.1,0.491,3.0,4.1,hidden_for_validation
2026-08-23T08:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.4,32,24.4,82,15.0,264,4.144,0.436,4.0,3.5,hidden_for_validation
2026-08-23T09:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.0,30,25.6,76,16.6,264,4.586,0.482,5.1,2.7,hidden_for_validation
2026-08-23T10:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,24.4,40,26.6,72,17.2,265,4.76,0.416,7.6,1.8,hidden_for_validation
2026-08-23T11:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,30.3,50,26.8,71,19.0,266,5.265,0.368,9.9,1.2,hidden_for_validation
2026-08-23T12:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,25.5,42,27.5,68,19.4,269,5.388,0.094,11.8,1.0,hidden_for_validation
2026-08-23T13:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,20.0,33,27.5,70,20.4,266,5.653,0.395,13.1,1.0,hidden_for_validation
2026-08-23T14:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,13.6,22,27.4,71,20.7,270,5.75,0.0,12.7,1.2,hidden_for_validation
2026-08-23T15:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,16.4,27,26.9,73,21.5,275,5.95,-0.521,11.6,1.6,hidden_for_validation
2026-08-23T16:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,17.5,29,26.5,74,20.2,273,5.603,-0.294,10.1,2.2,hidden_for_validation
2026-08-23T17:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,14.8,24,25.5,78,19.1,271,5.305,-0.093,9.9,2.6,hidden_for_validation
2026-08-23T18:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,8.8,14,24.6,82,15.9,266,4.406,0.308,9.0,4.3,hidden_for_validation
2026-08-23T19:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,11.1,18,23.6,87,13.7,266,3.796,0.265,9.2,6.6,hidden_for_validation
2026-08-23T20:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,15.1,25,23.2,90,13.4,265,3.708,0.324,9.7,8.3,hidden_for_validation
2026-08-23T21:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,14.8,24,23.1,90,12.4,268,3.442,0.12,9.7,8.9,hidden_for_validation
2026-08-23T22:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,20.7,34,23.1,91,12.1,267,3.357,0.176,9.3,8.8,hidden_for_validation
2026-08-23T23:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,22.4,37,23.2,90,10.9,264,3.011,0.316,8.6,8.4,hidden_for_validation
2026-08-24T00:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.2,30,23.0,91,11.5,269,3.194,0.056,7.3,7.6,hidden_for_validation
2026-08-24T02:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,20.9,34,22.7,92,10.6,273,2.94,-0.154,4.1,5.6,hidden_for_validation
2026-08-24T03:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,21.3,35,22.4,94,9.9,273,2.746,-0.144,3.8,5.4,hidden_for_validation
2026-08-24T04:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,22.0,36,22.5,94,9.0,275,2.491,-0.218,4.1,5.5,hidden_for_validation
2026-08-24T05:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.5,30,23.3,91,11.7,273,3.246,-0.17,4.0,4.1,hidden_for_validation
2026-08-24T06:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,14.0,23,22.9,92,11.2,273,3.107,-0.163,4.4,4.3,hidden_for_validation
2026-08-24T07:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,15.0,25,23.0,93,12.1,280,3.31,-0.584,5.0,4.6,hidden_for_validation
2026-08-24T08:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,17.8,29,24.6,83,14.7,278,4.044,-0.568,5.7,4.5,hidden_for_validation
2026-08-24T09:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,20.5,34,25.9,76,14.4,274,3.99,-0.279,8.5,3.7,hidden_for_validation
2026-08-24T10:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,26.4,44,26.9,71,15.4,275,4.262,-0.373,9.3,2.6,hidden_for_validation
2026-08-24T11:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,28.7,47,27.3,70,19.3,271,5.36,-0.094,12.0,1.8,hidden_for_validation
2026-08-24T12:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,21.4,35,27.7,69,18.0,272,4.997,-0.174,13.7,1.4,hidden_for_validation
2026-08-24T13:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.5,30,27.9,69,20.6,279,5.652,-0.895,13.5,1.4,hidden_for_validation
2026-08-24T14:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.6,31,27.6,70,20.9,271,5.805,-0.101,12.9,1.6,hidden_for_validation
2026-08-24T15:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,20.9,34,27.1,73,20.7,278,5.694,-0.8,12.7,2.1,hidden_for_validation
2026-08-24T16:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,22.7,37,26.7,73,20.8,276,5.746,-0.604,13.4,2.9,hidden_for_validation
2026-08-24T17:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.7,32,25.8,78,18.4,271,5.11,-0.089,14.9,4.1,hidden_for_validation
2026-08-24T19:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,21.3,35,23.6,88,14.5,265,4.012,0.351,14.1,9.3,hidden_for_validation
2026-08-24T20:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.6,31,23.2,90,13.7,265,3.791,0.332,13.2,11.3,hidden_for_validation
2026-08-24T21:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,21.2,35,23.3,90,13.9,266,3.852,0.269,11.8,11.4,hidden_for_validation
2026-08-24T22:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.2,30,23.3,90,13.0,268,3.609,0.126,11.2,10.6,hidden_for_validation
2026-08-24T23:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,21.6,36,23.1,90,11.6,266,3.214,0.225,9.1,9.5,hidden_for_validation
2026-08-25T00:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,24.3,40,22.8,92,11.3,263,3.116,0.383,7.3,8.2,hidden_for_validation
2026-08-25T01:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,22.4,37,22.7,93,11.8,264,3.26,0.343,6.2,6.8,hidden_for_validation
2026-08-25T02:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,21.5,35,22.7,92,13.4,266,3.713,0.26,5.4,5.7,hidden_for_validation
2026-08-25T03:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,17.7,29,22.5,93,13.0,264,3.591,0.377,4.7,5.4,hidden_for_validation
2026-08-25T04:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,12.0,20,22.5,92,14.4,274,3.99,-0.279,4.1,5.4,hidden_for_validation
2026-08-25T05:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,15.3,25,22.5,92,11.9,274,3.298,-0.231,3.6,5.8,hidden_for_validation
2026-08-25T06:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,27.5,45,22.7,91,11.5,271,3.194,-0.056,3.9,6.0,hidden_for_validation
2026-08-25T07:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,26.5,44,23.2,89,11.9,269,3.305,0.058,5.0,6.2,hidden_for_validation
2026-08-25T08:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,24.2,40,24.2,84,15.7,274,4.351,-0.304,6.9,5.9,hidden_for_validation
2026-08-25T09:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,25.3,42,25.3,78,14.8,273,4.106,-0.215,9.3,4.8,hidden_for_validation
2026-08-25T10:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,25.6,42,26.4,73,16.1,274,4.461,-0.312,10.9,3.3,hidden_for_validation
2026-08-25T11:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,25.3,42,26.8,72,19.6,270,5.444,0.0,12.7,2.1,hidden_for_validation
2026-08-25T12:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,22.8,38,27.4,67,18.0,266,4.988,0.349,13.7,1.6,hidden_for_validation
2026-08-25T13:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,22.8,38,28.1,64,19.5,272,5.413,-0.189,15.6,1.5,hidden_for_validation
2026-08-25T14:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,25.9,43,27.9,65,22.0,270,6.111,0.0,17.8,1.6,hidden_for_validation
2026-08-25T15:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,23.9,39,27.3,68,20.9,270,5.806,0.0,19.3,1.9,hidden_for_validation
2026-08-25T16:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,21.9,36,26.5,71,20.4,267,5.659,0.297,18.7,2.5,hidden_for_validation
2026-08-25T17:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,28.0,46,25.8,75,18.8,265,5.202,0.455,24.0,3.7,hidden_for_validation
2026-08-25T18:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,28.2,47,24.6,81,17.1,263,4.715,0.579,21.7,6.0,hidden_for_validation
2026-08-25T19:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,25.8,43,23.8,85,15.9,266,4.406,0.308,20.3,9.1,hidden_for_validation
2026-08-25T20:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,26.1,43,23.3,88,14.4,266,3.99,0.279,19.1,11.6,hidden_for_validation
2026-08-25T21:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,26.8,44,23.2,90,13.0,269,3.611,0.063,18.3,13.0,hidden_for_validation
2026-08-25T22:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,31.2,52,23.2,91,12.3,267,3.412,0.179,16.8,13.8,hidden_for_validation
2026-08-25T23:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,28.7,47,22.9,90,12.5,266,3.464,0.242,15.6,13.7,hidden_for_validation
2026-08-26T00:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,24.8,41,22.8,92,13.2,267,3.662,0.192,13.9,12.2,hidden_for_validation
2026-08-26T01:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,23.6,39,22.7,91,14.2,271,3.944,-0.069,10.9,9.7,hidden_for_validation
2026-08-26T02:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.8,33,22.6,91,14.8,269,4.111,0.072,8.3,7.7,hidden_for_validation
2026-08-26T03:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,15.3,25,22.4,92,13.5,269,3.749,0.065,6.9,6.7,hidden_for_validation
2026-08-26T04:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,14.6,24,22.4,92,14.1,263,3.888,0.477,6.3,6.2,hidden_for_validation
2026-08-26T05:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.7,31,23.1,89,13.9,267,3.856,0.202,4.5,6.0,hidden_for_validation
2026-08-26T06:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.9,31,22.8,90,15.0,273,4.161,-0.218,3.8,6.3,hidden_for_validation
2026-08-26T07:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.4,30,23.1,89,15.8,278,4.346,-0.611,3.9,6.6,hidden_for_validation
2026-08-26T08:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,16.1,26,24.2,83,17.5,280,4.787,-0.844,4.6,6.4,hidden_for_validation
2026-08-26T09:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.2,30,25.7,74,17.7,283,4.791,-1.106,9.2,5.2,hidden_for_validation
2026-08-26T10:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.4,32,26.7,69,20.9,277,5.762,-0.708,12.9,3.6,hidden_for_validation
2026-08-26T11:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,25.4,42,27.5,68,19.8,278,5.447,-0.765,16.4,2.3,hidden_for_validation
2026-08-26T12:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,26.3,43,28.3,63,19.4,276,5.359,-0.563,18.4,1.8,hidden_for_validation
2026-08-26T13:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.0,31,28.2,64,19.9,277,5.487,-0.674,21.0,1.7,hidden_for_validation
2026-08-26T14:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.1,31,28.0,65,20.6,275,5.7,-0.499,20.0,1.8,hidden_for_validation
2026-08-26T15:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.3,30,27.7,67,19.9,275,5.507,-0.482,19.0,2.0,hidden_for_validation
2026-08-26T16:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,20.0,33,26.8,71,20.6,275,5.7,-0.499,17.6,2.5,hidden_for_validation
2026-08-26T17:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.3,30,26.0,75,18.0,271,4.999,-0.087,20.6,3.6,hidden_for_validation
2026-08-26T18:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,16.1,26,24.9,80,15.8,268,4.386,0.153,18.4,6.0,hidden_for_validation
2026-08-26T19:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.6,32,23.6,87,13.6,262,3.741,0.526,17.0,9.3,hidden_for_validation
2026-08-26T20:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.8,31,23.2,92,13.0,264,3.591,0.377,15.4,12.0,hidden_for_validation
2026-08-26T21:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,17.6,29,23.1,92,11.9,266,3.298,0.231,14.1,13.5,hidden_for_validation
2026-08-26T22:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,20.4,34,23.0,91,11.4,265,3.155,0.276,12.9,14.4,hidden_for_validation
2026-08-26T23:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,23.6,39,23.0,91,11.3,261,3.1,0.491,10.9,14.3,hidden_for_validation
2026-08-27T00:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,21.5,35,22.7,93,10.5,264,2.901,0.305,8.1,12.8,hidden_for_validation
2026-08-27T01:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,24.5,40,22.9,92,11.6,262,3.191,0.448,5.5,10.3,hidden_for_validation
2026-08-27T02:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,17.9,29,22.8,92,12.6,265,3.487,0.305,4.5,8.2,hidden_for_validation
2026-08-27T03:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,16.8,28,22.6,92,13.2,265,3.653,0.32,3.9,6.8,hidden_for_validation
2026-08-27T04:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.5,32,22.6,92,13.4,263,3.695,0.454,3.5,5.8,hidden_for_validation
2026-08-27T05:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,17.1,28,22.6,92,14.4,267,3.995,0.209,2.5,3.8,hidden_for_validation
2026-08-27T06:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,15.3,25,23.0,92,14.3,264,3.95,0.415,3.3,3.7,hidden_for_validation
2026-08-27T07:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.5,32,23.2,88,14.6,265,4.04,0.353,4.1,3.6,hidden_for_validation
2026-08-27T08:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.7,31,23.9,84,18.6,266,5.154,0.36,6.8,3.4,hidden_for_validation
2026-08-27T09:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.0,30,25.0,79,20.6,266,5.708,0.399,9.4,2.9,hidden_for_validation
2026-08-27T10:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,24.1,40,26.3,70,17.8,268,4.941,0.173,10.2,2.2,hidden_for_validation
2026-08-27T11:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,20.5,34,27.0,66,21.0,264,5.801,0.61,11.6,1.7,hidden_for_validation
2026-08-27T12:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,18.6,31,27.4,65,19.1,273,5.298,-0.278,12.2,1.5,hidden_for_validation
2026-08-27T13:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,22.0,36,27.6,61,22.9,269,6.36,0.111,12.0,1.5,hidden_for_validation
2026-08-27T14:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,22.2,37,27.3,64,21.6,270,6.0,0.0,12.0,1.7,hidden_for_validation
2026-08-27T15:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,19.6,32,26.8,68,21.2,270,5.889,0.0,11.4,2.0,hidden_for_validation
2026-08-29T00:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,15.7,26,22.8,90,13.5,267,3.745,0.196,2.8,7.9,hidden_for_validation
2026-08-29T01:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,12.6,21,22.6,92,14.6,272,4.053,-0.142,2.5,6.7,hidden_for_validation
2026-08-29T02:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,10.9,18,22.6,92,16.4,269,4.555,0.08,2.5,5.8,hidden_for_validation
2026-08-29T03:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,9.1,15,22.5,94,14.7,264,4.061,0.427,1.9,5.2,hidden_for_validation
2026-08-29T04:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,13.8,23,22.5,93,17.6,262,4.841,0.68,1.4,4.7,hidden_for_validation
2026-08-29T05:00,PUN_3409331,"Bhosari, Pune - IITM",18.6401,73.849,14.3,23,22.4,93,17.7,266,4.905,0.343,3.7,5.5,hidden_for_validation
